,CS,FT,NE,SNE,SWF,SSWF,TYW,TC100,TC200,TC300,TC500,TC1000,NWPTY
20050413,0,3,2,2,0,0,0,0,0,0,0,0,0
20050414,0,4,1,1,0,0,0,0,0,0,0,0,0
20050415,0,5,1,1,0,0,0,0,0,0,0,0,0
20050416,0,5,1,1,0,0,0,0,0,0,0,0,0
20050417,0,5,1,1,0,0,0,0,0,0,0,0,1
20050418,0,5,1,1,0,0,0,0,0,0,0,0,2
20050419,0,5,1,1,0,0,0,0,0,0,0,0,3
20050420,0,5,1,1,0,0,0,0,0,0,0,0,4
20050421,0,5,1,1,0,0,0,0,0,0,0,0,5
20050422,0,4,1,1,0,0,0,0,0,0,0,0,6
20050423,0,3,0,0,0,0,0,0,0,0,0,0,7
20050424,0,3,1,0,0,0,0,0,0,0,0,0,8
20050425,0,3,1,0,0,0,0,0,0,0,0,0,9
20050426,0,4,2,0,0,0,0,0,0,0,0,0,10
20050427,0,5,2,0,0,0,0,0,0,0,0,0,10
20050428,0,5,2,0,0,0,0,0,0,0,0,0,10
20050429,0,5,2,0,0,0,0,0,0,0,0,0,10
20050430,0,5,2,0,0,0,0,0,0,0,0,0,10
20050501,0,4,2,0,0,0,0,0,0,0,0,0,9
20050502,0,4,2,0,1,1,0,0,0,0,0,0,8
20050503,0,5,2,0,2,1,0,0,0,0,0,0,7
20050504,0,5,1,0,3,1,0,0,0,0,0,0,6
20050505,0,4,1,0,4,2,0,0,0,0,0,0,5
20050506,0,3,0,0,5,3,0,0,0,0,0,0,4
20050507,0,3,0,0,6,4,0,0,0,0,0,0,3
20050508,0,4,0,0,7,5,0,0,0,0,0,0,2
20050509,0,4,0,0,8,6,0,0,0,0,0,0,1
20050510,0,5,0,0,9,7,0,0,0,0,0,0,0
20050511,0,6,0,0,10,8,0,0,0,0,0,0,0
20050512,0,7,0,0,10,8,0,0,0,0,0,0,0
20050513,0,7,0,0,10,9,0,0,0,0,0,0,0
20050514,0,7,0,0,10,10,0,0,0,0,0,0,0
20050515,0,7,0,0,10,10,0,0,0,0,0,0,0
20050516,0,8,0,0,10,10,0,0,0,0,0,0,0
20050517,0,8,0,0,10,10,0,0,0,0,0,0,0
20050518,0,7,0,0,10,10,0,0,0,0,0,0,0
20050519,0,7,0,0,10,9,0,0,0,0,0,0,0
20050520,0,7,0,0,10,8,0,0,0,0,0,0,0
20050521,0,6,1,0,9,7,0,0,0,0,0,0,0
20050522,0,5,1,0,9,6,0,0,0,0,0,0,0
20050523,0,4,1,0,9,5,0,0,0,0,0,0,0
20050524,0,3,1,0,9,5,0,0,0,0,0,0,0
20050525,0,4,2,0,9,5,0,0,0,0,0,0,0
20050526,0,4,2,0,9,4,0,0,0,0,0,0,0
20050527,0,3,2,0,9,3,0,0,0,0,0,0,0
20050528,0,4,2,0,9,3,0,0,0,0,0,0,1
20050529,0,5,3,1,9,4,0,0,0,0,0,0,2
20050530,0,5,3,1,9,4,0,0,0,0,0,0,3
20050531,0,5,2,1,10,4,0,0,0,0,0,0,4
20050601,0,5,2,1,10,5,0,0,0,0,0,0,5
20050602,0,5,2,1,10,6,0,0,0,0,0,0,6
20050603,0,5,2,1,10,6,0,0,0,0,0,0,7
20050604,0,5,1,1,10,6,0,0,0,0,0,0,8
20050605,0,5,1,1,10,6,0,0,0,0,0,0,9
20050606,0,5,1,1,10,6,0,0,0,0,0,0,10
20050607,0,4,1,1,10,5,0,0,0,0,0,0,10
20050608,0,3,0,0,10,4,0,0,0,0,0,0,10
20050609,0,2,0,0,9,4,0,0,0,0,0,0,10
20050610,0,2,0,0,9,4,0,0,0,0,0,0,10
20050611,0,2,0,0,9,4,0,0,0,0,0,0,10
20050612,0,2,0,0,9,4,0,0,0,0,0,0,10
20050613,0,3,0,0,9,4,0,0,0,0,0,0,9
20050614,0,3,0,0,9,4,0,0,0,0,0,0,8
20050615,0,3,0,0,9,5,0,0,0,0,0,0,7
20050616,0,4,0,0,9,6,0,0,0,0,0,0,6
20050617,0,5,0,0,9,7,0,0,0,0,0,0,5
20050618,0,6,0,0,9,8,0,0,0,0,0,0,4
20050619,0,7,0,0,10,9,0,0,0,0,0,0,3
20050620,0,7,0,0,10,10,0,0,0,0,0,0,2
20050621,0,7,0,0,10,10,0,0,0,0,0,0,1
20050622,0,7,0,0,10,10,0,0,0,0,0,0,0
20050623,0,6,0,0,10,10,0,0,0,0,0,0,0
20050624,0,6,0,0,10,10,0,0,0,0,0,0,0
20050625,0,6,0,0,10,10,0,0,0,0,0,0,0
20050626,0,6,0,0,10,10,0,0,0,0,0,0,0
20050627,0,5,0,0,10,10,0,0,0,0,0,0,0
20050628,0,4,0,0,10,10,0,0,0,0,0,0,0
20050629,0,3,0,0,10,9,0,0,0,0,0,0,0
20050630,0,3,0,0,9,8,0,0,0,0,0,0,0
20050701,0,3,0,0,8,7,0,0,0,0,0,0,0
20050702,0,3,0,0,7,6,0,0,0,0,0,0,0
20050703,0,3,0,0,6,5,0,0,0,0,0,0,0
20050704,0,2,0,0,5,4,0,0,0,0,0,0,0
20050705,0,1,0,0,4,3,0,0,0,0,0,0,0
20050706,0,0,0,0,3,2,0,0,0,0,0,0,0
20050707,0,0,0,0,2,1,0,0,0,0,0,0,0
20050708,0,0,0,0,2,1,0,0,0,0,0,0,0
20050709,0,0,0,0,2,2,0,0,0,0,0,0,0
20050710,0,0,0,0,3,3,0,0,0,0,0,0,0
20050711,0,0,0,0,4,4,0,0,0,0,0,0,1
20050712,0,0,0,0,4,4,0,0,0,0,0,0,2
20050713,0,0,0,0,5,4,0,0,0,0,0,0,3
20050714,0,0,0,0,6,4,0,0,0,0,0,0,4
20050715,0,0,0,0,6,4,0,0,0,0,0,0,5
20050716,0,0,0,0,6,4,0,0,0,0,0,0,6
20050717,0,0,0,0,6,4,1,0,0,0,0,1,7
20050718,0,0,0,0,5,3,2,1,1,1,1,2,8
20050719,0,0,0,0,5,3,3,2,2,2,2,3,9
20050720,0,0,0,0,5,3,4,3,3,3,3,4,10
20050721,0,0,0,0,5,3,4,3,3,3,4,5,10
20050722,0,0,0,0,6,4,4,3,3,3,4,6,10
20050723,0,0,0,0,6,4,4,3,3,3,4,6,10
20050724,0,0,0,0,5,4,4,3,3,3,4,6,10
20050725,0,0,0,0,5,4,4,3,3,3,4,6,10
20050726,0,0,0,0,5,4,4,3,3,3,4,6,10
20050727,0,0,0,0,5,4,3,3,3,3,4,5,10
20050728,0,0,0,0,5,4,2,2,2,2,3,4,10
20050729,0,0,0,0,4,3,1,1,1,1,2,4,10
20050730,0,0,0,0,4,3,0,0,0,0,1,4,10
20050731,0,0,0,0,3,2,0,0,0,0,0,3,10
20050801,0,0,0,0,2,1,0,0,0,0,0,2,10
20050802,0,0,0,0,1,1,0,0,0,0,0,2,10
20050803,0,0,0,0,2,1,0,0,0,0,0,3,10
20050804,0,0,0,0,3,1,1,0,0,0,1,4,10
20050805,0,0,0,0,4,2,2,0,1,1,2,5,10
20050806,0,0,0,0,5,3,3,0,2,2,3,6,10
20050807,0,0,0,0,6,4,4,0,2,2,4,7,10
20050808,0,0,0,0,7,4,4,0,2,2,4,7,10
20050809,0,0,0,0,7,3,4,0,2,2,4,6,10
20050810,0,0,0,0,7,3,4,0,2,2,4,6,10
20050811,0,0,0,0,7,3,4,0,2,2,4,6,10
20050812,0,0,0,0,7,3,5,0,2,2,5,7,10
20050813,0,0,0,0,7,4,6,0,2,3,6,7,10
20050814,0,0,0,0,7,5,6,0,2,4,6,7,10
20050815,0,0,0,0,7,5,5,0,1,3,5,7,10
20050816,0,0,0,0,7,5,4,0,0,2,4,6,10
20050817,0,0,0,0,7,5,3,0,0,2,3,5,9
20050818,0,0,0,0,7,6,3,0,0,2,3,4,9
20050819,0,0,0,0,7,7,3,0,0,2,3,4,9
20050820,0,0,0,0,8,8,3,0,0,2,3,4,9
20050821,0,0,0,0,9,9,3,0,0,2,3,4,9
20050822,0,0,0,0,10,10,2,0,0,2,2,3,9
20050823,0,0,0,0,10,10,1,0,0,1,1,2,9
20050824,0,0,0,0,10,9,0,0,0,0,0,1,9
20050825,0,0,0,0,10,8,0,0,0,0,0,0,9
20050826,0,0,0,0,10,7,0,0,0,0,0,0,9
20050827,0,0,0,0,9,6,0,0,0,0,0,0,10
20050828,0,0,0,0,8,5,0,0,0,0,0,0,10
20050829,0,0,0,0,7,4,0,0,0,0,0,0,10
20050830,0,0,0,0,6,3,0,0,0,0,0,1,10
20050831,0,0,0,0,6,2,1,0,0,0,1,2,10
20050901,0,0,0,0,5,1,2,1,1,1,2,3,10
20050902,0,0,0,0,5,1,3,2,2,2,3,4,10
20050903,0,0,0,0,5,1,3,2,2,2,3,5,10
20050904,0,0,1,0,5,1,3,2,2,2,3,6,10
20050905,0,0,1,0,5,1,3,2,2,2,3,7,10
20050906,0,0,1,0,5,1,3,2,2,2,3,8,10
20050907,0,0,1,0,5,1,3,2,2,2,3,8,10
20050908,0,0,1,0,5,1,3,2,2,2,3,8,10
20050909,0,0,1,0,5,1,3,2,2,2,3,7,10
20050910,0,0,2,0,4,1,3,2,2,2,2,7,10
20050911,0,0,2,0,4,1,3,1,2,2,2,7,10
20050912,0,0,2,0,3,0,3,0,1,2,2,7,10
20050913,0,0,2,0,2,0,3,0,1,2,2,7,10
20050914,0,0,1,0,1,0,3,0,1,2,2,6,10
20050915,0,0,1,0,0,0,3,0,1,2,2,6,10
20050916,0,0,1,0,0,0,3,0,1,2,2,6,10
20050917,0,0,1,0,0,0,3,0,1,2,2,6,10
20050918,0,0,1,0,0,0,3,0,1,2,2,6,10
20050919,0,0,1,0,0,0,3,0,1,2,2,6,10
20050920,0,0,0,0,0,0,2,0,1,2,2,6,10
20050921,0,0,0,0,0,0,1,0,0,1,1,6,10
20050922,0,0,0,0,0,0,1,0,0,1,1,6,10
20050923,0,0,0,0,0,0,2,0,0,2,2,6,10
20050924,0,0,0,0,0,0,3,0,0,2,3,7,10
20050925,0,0,0,0,1,1,3,0,0,2,3,7,10
20050926,0,0,0,0,2,2,3,0,0,2,3,7,10
20050927,0,0,0,0,2,2,3,0,0,2,3,7,10
20050928,0,0,1,0,2,2,3,0,0,2,3,7,10
20050929,0,0,1,0,2,2,3,0,0,2,3,7,10
20050930,0,0,1,0,2,2,3,0,0,2,3,6,10
20051001,0,0,2,0,2,2,4,0,0,2,3,6,10
20051002,0,0,2,0,2,2,4,1,1,2,3,6,10
20051003,0,0,2,0,2,2,4,2,2,2,3,6,10
20051004,0,0,2,0,2,2,4,2,2,2,3,6,10
20051005,0,0,2,0,1,1,4,2,2,2,3,5,9
20051006,0,0,2,0,0,0,4,2,2,2,3,4,8
20051007,0,0,2,0,0,0,4,2,2,2,3,4,8
20051008,0,0,1,0,0,0,4,2,2,2,3,4,8
20051009,0,1,2,1,0,0,4,2,2,2,3,4,8
20051010,0,1,3,2,0,0,4,2,2,2,3,4,8
20051011,0,1,2,2,0,0,3,2,2,2,3,3,8
20051012,0,1,3,3,0,0,2,1,1,1,2,2,8
20051013,0,1,4,4,0,0,1,0,0,0,1,1,8
20051014,0,1,5,4,0,0,0,0,0,0,0,0,8
20051015,0,1,5,4,0,0,0,0,0,0,0,1,9
20051016,0,1,6,5,0,0,0,0,0,0,0,2,10
20051017,0,1,7,5,0,0,0,0,0,0,0,2,10
20051018,0,1,8,5,0,0,0,0,0,0,0,2,10
20051019,0,0,8,5,0,0,0,0,0,0,0,2,10
20051020,0,0,8,5,0,0,0,0,0,0,0,2,10
20051021,0,0,8,5,0,0,0,0,0,0,0,2,9
20051022,0,0,8,5,0,0,0,0,0,0,0,2,8
20051023,0,0,8,5,0,0,0,0,0,0,0,2,7
20051024,0,0,8,5,0,0,0,0,0,0,0,2,6
20051025,0,0,8,5,0,0,0,0,0,0,0,1,5
20051026,0,0,7,4,0,0,0,0,0,0,0,0,4
20051027,0,0,6,4,0,0,0,0,0,0,0,0,3
20051028,0,0,5,4,0,0,0,0,0,0,0,0,3
20051029,0,0,4,3,0,0,0,0,0,0,0,0,3
20051030,0,1,4,3,0,0,0,0,0,0,0,0,3
20051031,0,1,5,4,0,0,0,0,0,0,0,0,4
20051101,0,1,4,3,0,0,0,0,0,0,0,0,5
20051102,0,1,3,2,0,0,0,0,0,0,0,0,6
20051103,0,1,2,2,0,0,0,0,0,0,0,0,7
20051104,0,1,2,2,0,0,0,0,0,0,0,0,7
20051105,0,1,2,2,0,0,0,0,0,0,0,0,7
20051106,0,1,2,2,0,0,0,0,0,0,0,0,7
20051107,0,1,2,2,0,0,0,0,0,0,0,0,7
20051108,0,2,2,2,0,0,0,0,0,0,0,0,7
20051109,0,1,1,1,0,0,0,0,0,0,0,0,7
20051110,0,1,0,0,0,0,0,0,0,0,0,1,7
20051111,0,1,0,0,0,0,0,0,0,0,0,2,7
20051112,0,1,0,0,0,0,0,0,0,0,1,3,7
20051113,0,2,0,0,0,0,0,0,0,0,1,4,7
20051114,0,3,0,0,0,0,0,0,0,0,1,4,8
20051115,0,4,1,1,0,0,0,0,0,0,1,4,9
20051116,0,4,2,2,0,0,0,0,0,0,1,4,10
20051117,0,4,3,3,0,0,0,0,0,0,1,4,10
20051118,0,3,3,3,0,0,0,0,0,0,1,4,10
20051119,0,3,3,3,0,0,0,0,0,0,1,5,10
20051120,0,3,3,3,0,0,0,0,0,0,1,5,10
20051121,0,3,4,4,0,0,0,0,0,0,2,5,10
20051122,0,3,4,4,0,0,0,0,0,0,1,4,9
20051123,0,2,4,4,0,0,0,0,0,0,1,3,8
20051124,0,1,5,5,0,0,0,0,0,0,1,3,7
20051125,0,0,4,4,0,0,0,0,0,0,1,3,6
20051126,0,0,3,3,0,0,0,0,0,0,1,3,5
20051127,0,0,2,2,0,0,0,0,0,0,1,3,4
20051128,0,0,2,2,0,0,0,0,0,0,1,3,3
20051129,0,0,3,2,0,0,0,0,0,0,1,2,2
20051130,0,0,4,3,0,0,0,0,0,0,1,1,1
20051201,0,0,3,2,0,0,0,0,0,0,0,0,0
20051202,0,0,3,2,0,0,0,0,0,0,0,0,0
20051203,0,0,4,3,0,0,0,0,0,0,0,0,0
20051204,0,1,3,2,0,0,0,0,0,0,0,0,0
20051205,0,2,4,3,0,0,0,0,0,0,0,0,0
20051206,0,2,5,4,0,0,0,0,0,0,0,0,0
20051207,0,2,6,5,0,0,0,0,0,0,0,0,0
20051208,0,2,7,6,0,0,0,0,0,0,0,0,0
20051209,0,2,6,6,0,0,0,0,0,0,0,0,0
20051210,0,2,5,5,0,0,0,0,0,0,0,0,0
20051211,0,3,5,5,0,0,0,0,0,0,0,0,0
20051212,0,4,6,6,0,0,0,0,0,0,0,0,0
20051213,0,4,6,6,0,0,0,0,0,0,0,0,0
20051214,0,3,7,7,0,0,0,0,0,0,0,0,0
20051215,0,2,7,7,0,0,0,0,0,0,0,0,0
20051216,0,2,7,7,0,0,0,0,0,0,0,0,1
20051217,0,2,7,6,0,0,0,0,0,0,0,0,2
20051218,0,2,7,6,0,0,0,0,0,0,0,0,3
20051219,0,2,7,6,0,0,0,0,0,0,0,0,4
20051220,0,2,7,6,0,0,0,0,0,0,0,0,5
20051221,0,2,8,7,0,0,0,0,0,0,0,0,6
20051222,1,1,7,6,0,0,0,0,0,0,0,0,7
20051223,2,1,7,5,0,0,0,0,0,0,0,0,7
20051224,2,1,6,4,0,0,0,0,0,0,0,0,7
20051225,2,1,5,3,0,0,0,0,0,0,0,0,7
20051226,2,2,4,2,0,0,0,0,0,0,0,0,6
20051227,2,3,3,2,0,0,0,0,0,0,0,0,5
20051228,2,3,2,1,0,0,0,0,0,0,0,0,4
20051229,2,3,2,1,0,0,0,0,0,0,0,0,3
20051230,2,3,2,1,0,0,0,0,0,0,0,0,2
20051231,2,3,1,0,0,0,0,0,0,0,0,0,1
20060101,1,4,2,1,0,0,0,0,0,0,0,0,0
20060102,0,4,2,1,0,0,0,0,0,0,0,0,0
20060103,0,4,3,2,0,0,0,0,0,0,0,0,0
20060104,0,4,3,2,0,0,0,0,0,0,0,0,0
20060105,0,3,3,2,0,0,0,0,0,0,0,0,0
20060106,0,3,4,3,0,0,0,0,0,0,0,0,0
20060107,1,3,5,4,0,0,0,0,0,0,0,0,0
20060108,2,3,6,5,0,0,0,0,0,0,0,0,0
20060109,2,3,6,5,0,0,0,0,0,0,0,0,0
20060110,2,2,7,6,0,0,0,0,0,0,0,0,0
20060111,2,1,6,5,0,0,0,0,0,0,0,0,0
20060112,2,1,5,5,0,0,0,0,0,0,0,0,0
20060113,2,1,4,4,0,0,0,0,0,0,0,0,0
20060114,2,2,4,4,0,0,0,0,0,0,0,0,0
20060115,2,2,4,4,0,0,0,0,0,0,0,0,0
20060116,2,1,3,3,0,0,0,0,0,0,0,0,0
20060117,1,2,2,2,0,0,0,0,0,0,0,0,0
20060118,0,2,1,1,0,0,0,0,0,0,0,0,0
20060119,0,2,1,1,0,0,0,0,0,0,0,0,0
20060120,0,2,0,0,0,0,0,0,0,0,0,0,0
20060121,0,3,0,0,0,0,0,0,0,0,0,0,0
20060122,0,3,1,1,0,0,0,0,0,0,0,0,0
20060123,0,3,2,2,0,0,0,0,0,0,0,0,0
20060124,0,2,2,2,0,0,0,0,0,0,0,0,0
20060125,0,2,2,2,0,0,0,0,0,0,0,0,0
20060126,0,2,3,3,0,0,0,0,0,0,0,0,0
20060127,0,1,4,4,0,0,0,0,0,0,0,0,0
20060128,0,1,4,4,0,0,0,0,0,0,0,0,0
20060129,0,1,4,4,0,0,0,0,0,0,0,0,0
20060130,0,1,4,4,0,0,0,0,0,0,0,0,0
20060131,0,1,4,4,0,0,0,0,0,0,0,0,0
20060201,0,2,4,4,0,0,0,0,0,0,0,0,0
20060202,0,2,4,4,0,0,0,0,0,0,0,0,0
20060203,0,2,4,4,0,0,0,0,0,0,0,0,0
20060204,0,2,5,5,0,0,0,0,0,0,0,0,0
20060205,0,2,4,4,0,0,0,0,0,0,0,0,0
20060206,0,2,3,3,0,0,0,0,0,0,0,0,0
20060207,0,2,4,3,0,0,0,0,0,0,0,0,0
20060208,0,2,4,3,0,0,0,0,0,0,0,0,0
20060209,0,2,5,4,0,0,0,0,0,0,0,0,0
20060210,0,1,5,4,0,0,0,0,0,0,0,0,0
20060211,0,0,4,3,0,0,0,0,0,0,0,0,0
20060212,0,0,4,2,0,0,0,0,0,0,0,0,0
20060213,0,0,4,2,0,0,0,0,0,0,0,0,0
20060214,0,0,3,1,0,0,0,0,0,0,0,0,0
20060215,0,0,3,1,0,0,0,0,0,0,0,0,0
20060216,0,0,3,1,0,0,0,0,0,0,0,0,0
20060217,0,1,3,2,0,0,0,0,0,0,0,0,0
20060218,0,1,3,2,0,0,0,0,0,0,0,0,0
20060219,0,2,2,1,0,0,0,0,0,0,0,0,0
20060220,0,3,3,2,0,0,0,0,0,0,0,0,0
20060221,0,3,3,2,0,0,0,0,0,0,0,0,0
20060222,0,3,2,2,0,0,0,0,0,0,0,0,0
20060223,0,4,3,3,0,0,0,0,0,0,0,0,0
20060224,0,5,3,3,0,0,0,0,0,0,0,0,0
20060225,0,6,3,3,0,0,0,0,0,0,0,0,0
20060226,0,7,3,3,0,0,0,0,0,0,0,0,0
20060227,0,7,3,3,0,0,0,0,0,0,0,0,0
20060228,0,7,3,3,0,0,0,0,0,0,0,0,0
20060301,0,7,4,4,0,0,0,0,0,0,0,0,0
20060302,0,6,4,4,0,0,0,0,0,0,0,0,1
20060303,0,6,5,4,0,0,0,0,0,0,0,0,2
20060304,0,6,5,4,0,0,0,0,0,0,0,0,3
20060305,0,5,4,3,0,0,0,0,0,0,0,0,4
20060306,0,5,4,3,0,0,0,0,0,0,0,0,5
20060307,0,5,5,3,0,0,0,0,0,0,0,0,6
20060308,0,4,5,3,0,0,0,0,0,0,0,0,7
20060309,0,3,4,2,0,0,0,0,0,0,0,0,7
20060310,0,4,5,2,0,0,0,0,0,0,0,0,7
20060311,0,3,4,1,0,0,0,0,0,0,0,0,7
20060312,0,3,3,0,0,0,0,0,0,0,0,0,6
20060313,0,4,3,1,0,0,0,0,0,0,0,0,5
20060314,0,4,4,2,0,0,0,0,0,0,0,0,4
20060315,0,4,4,2,0,0,0,0,0,0,0,0,3
20060316,0,3,4,2,0,0,0,0,0,0,0,0,2
20060317,0,2,3,2,0,0,0,0,0,0,0,0,1
20060318,0,2,3,2,0,0,0,0,0,0,0,0,0
20060319,0,3,4,2,0,0,0,0,0,0,0,0,0
20060320,0,2,3,2,0,0,0,0,0,0,0,0,0
20060321,0,2,3,2,0,0,0,0,0,0,0,0,0
20060322,0,3,3,2,0,0,0,0,0,0,0,0,0
20060323,0,2,2,1,0,0,0,0,0,0,0,0,0
20060324,0,3,2,1,0,0,0,0,0,0,0,0,0
20060325,0,4,2,1,0,0,0,0,0,0,0,0,0
20060326,0,5,2,1,0,0,0,0,0,0,0,0,0
20060327,0,6,3,1,0,0,0,0,0,0,0,0,0
20060328,0,7,3,1,0,0,0,0,0,0,0,0,0
20060329,0,6,3,2,0,0,0,0,0,0,0,0,0
20060330,0,6,3,2,0,0,0,0,0,0,0,0,0
20060331,0,6,3,2,0,0,0,0,0,0,0,0,0
20060401,0,5,3,2,0,0,0,0,0,0,0,0,0
20060402,0,5,3,2,0,0,0,0,0,0,0,0,0
20060403,0,5,2,1,0,0,0,0,0,0,0,0,0
20060404,0,4,2,1,0,0,0,0,0,0,0,0,0
20060405,0,3,2,1,0,0,0,0,0,0,0,0,0
20060406,0,2,2,1,0,0,0,0,0,0,0,0,0
20060407,0,2,3,1,0,0,0,0,0,0,0,0,0
20060408,0,2,2,0,0,0,0,0,0,0,0,0,0
